learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),rr,fr,sr,rating,ratingCode
1,4,0,0.238,0.877,0.163,0.138671875,0.216308594,0.856689453,N/A,No Rating Submission
1,4,1,0.238,0.877,0.163,0.803253174,N/A,N/A,N/A,No Recommendation Request
1,4,2,0.238,0.877,0.163,0.507324219,N/A,N/A,N/A,No Recommendation Request
1,4,3,0.238,0.877,0.163,0.806060791,N/A,N/A,N/A,No Recommendation Request
2,8,0,0.201,0.881,0.16,0.06918335,0.600006104,0.155639648,4,
2,8,1,0.201,0.881,0.16,0.184936523,0.475830078,0.601806641,N/A,No Rating Submission
2,8,2,0.201,0.881,0.16,0.564666748,N/A,N/A,N/A,No Recommendation Request
2,8,3,0.201,0.881,0.16,0.174926758,0.763885498,0.022369385,0,
2,8,4,0.201,0.881,0.16,0.287322998,N/A,N/A,N/A,No Recommendation Request
2,8,5,0.201,0.881,0.16,0.350952148,N/A,N/A,N/A,No Recommendation Request
2,8,6,0.201,0.881,0.16,0.528198242,N/A,N/A,N/A,No Recommendation Request
2,8,7,0.201,0.881,0.16,0.048187256,0.054077148,0.770141602,N/A,No Rating Submission
3,10,0,0.215,0.875,0.15,0.675109863,N/A,N/A,N/A,No Recommendation Request
3,10,1,0.215,0.875,0.15,0.876098633,N/A,N/A,N/A,No Recommendation Request
3,10,2,0.215,0.875,0.15,0.904693604,N/A,N/A,N/A,No Recommendation Request
3,10,3,0.215,0.875,0.15,0.806427002,N/A,N/A,N/A,No Recommendation Request
3,10,4,0.215,0.875,0.15,0.193145752,0.551147461,0.469482422,N/A,No Rating Submission
3,10,5,0.215,0.875,0.15,0.499603271,N/A,N/A,N/A,No Recommendation Request
3,10,6,0.215,0.875,0.15,0.617370605,N/A,N/A,N/A,No Recommendation Request
3,10,7,0.215,0.875,0.15,0.114135742,0.837371826,0.615539551,N/A,No Rating Submission
3,10,8,0.215,0.875,0.15,0.401611328,N/A,N/A,N/A,No Recommendation Request
3,10,9,0.215,0.875,0.15,0.340576172,N/A,N/A,N/A,No Recommendation Request
4,13,0,0.229,0.865,0.154,0.988464355,N/A,N/A,N/A,No Recommendation Request
4,13,1,0.229,0.865,0.154,0.531005859,N/A,N/A,N/A,No Recommendation Request
4,13,2,0.229,0.865,0.154,0.268066406,N/A,N/A,N/A,No Recommendation Request
4,13,3,0.229,0.865,0.154,0.077880859,0.028381348,0.856689453,N/A,No Rating Submission
4,13,4,0.229,0.865,0.154,0.420471191,N/A,N/A,N/A,No Recommendation Request
4,13,5,0.229,0.865,0.154,0.961029053,N/A,N/A,N/A,No Recommendation Request
4,13,6,0.229,0.865,0.154,0.677124023,N/A,N/A,N/A,No Recommendation Request
4,13,7,0.229,0.865,0.154,0.855255127,N/A,N/A,N/A,No Recommendation Request
4,13,8,0.229,0.865,0.154,0.993438721,N/A,N/A,N/A,No Recommendation Request
4,13,9,0.229,0.865,0.154,0.957794189,N/A,N/A,N/A,No Recommendation Request
4,13,10,0.229,0.865,0.154,0.981323242,N/A,N/A,N/A,No Recommendation Request
4,13,11,0.229,0.865,0.154,0.938537598,N/A,N/A,N/A,No Recommendation Request
4,13,12,0.229,0.865,0.154,0.867156982,N/A,N/A,N/A,No Recommendation Request
5,9,0,0.22,0.871,0.172,0.346984863,N/A,N/A,N/A,No Recommendation Request
5,9,1,0.22,0.871,0.172,0.083404541,0.214508057,0.336273193,N/A,No Rating Submission
5,9,2,0.22,0.871,0.172,0.291046143,N/A,N/A,N/A,No Recommendation Request
5,9,3,0.22,0.871,0.172,0.094085693,0.916107178,N/A,N/A,No Recommendation Follow
5,9,4,0.22,0.871,0.172,0.993225098,N/A,N/A,N/A,No Recommendation Request
5,9,5,0.22,0.871,0.172,0.318878174,N/A,N/A,N/A,No Recommendation Request
5,9,6,0.22,0.871,0.172,0.146789551,0.77532959,0.424224854,N/A,No Rating Submission
5,9,7,0.22,0.871,0.172,0.250396729,N/A,N/A,N/A,No Recommendation Request
5,9,8,0.22,0.871,0.172,0.182769775,0.679351807,0.851043701,N/A,No Rating Submission
6,19,0,0.22,0.863,0.181,0.644226074,N/A,N/A,N/A,No Recommendation Request
6,19,1,0.22,0.863,0.181,0.270263672,N/A,N/A,N/A,No Recommendation Request
6,19,2,0.22,0.863,0.181,0.200012207,0.902648926,N/A,N/A,No Recommendation Follow
6,19,3,0.22,0.863,0.181,0.89944458,N/A,N/A,N/A,No Recommendation Request
6,19,4,0.22,0.863,0.181,0.385955811,N/A,N/A,N/A,No Recommendation Request
6,19,5,0.22,0.863,0.181,0.961883545,N/A,N/A,N/A,No Recommendation Request
6,19,6,0.22,0.863,0.181,0.964385986,N/A,N/A,N/A,No Recommendation Request
6,19,7,0.22,0.863,0.181,0.697052002,N/A,N/A,N/A,No Recommendation Request
6,19,8,0.22,0.863,0.181,0.621002197,N/A,N/A,N/A,No Recommendation Request
6,19,9,0.22,0.863,0.181,0.984924316,N/A,N/A,N/A,No Recommendation Request
6,19,10,0.22,0.863,0.181,0.930145264,N/A,N/A,N/A,No Recommendation Request
6,19,11,0.22,0.863,0.181,0.31048584,N/A,N/A,N/A,No Recommendation Request
6,19,12,0.22,0.863,0.181,0.046020508,0.076202393,0.685302734,N/A,No Rating Submission
6,19,13,0.22,0.863,0.181,0.054321289,0.517211914,0.236724854,N/A,No Rating Submission
6,19,14,0.22,0.863,0.181,0.394683838,N/A,N/A,N/A,No Recommendation Request
6,19,15,0.22,0.863,0.181,0.78024292,N/A,N/A,N/A,No Recommendation Request
6,19,16,0.22,0.863,0.181,0.9402771,N/A,N/A,N/A,No Recommendation Request
6,19,17,0.22,0.863,0.181,0.663208008,N/A,N/A,N/A,No Recommendation Request
6,19,18,0.22,0.863,0.181,0.16204834,0.704315186,0.538787842,N/A,No Rating Submission
7,8,0,0.209,0.866,0.153,0.873504639,N/A,N/A,N/A,No Recommendation Request
7,8,1,0.209,0.866,0.153,0.914001465,N/A,N/A,N/A,No Recommendation Request
7,8,2,0.209,0.866,0.153,0.485870361,N/A,N/A,N/A,No Recommendation Request
7,8,3,0.209,0.866,0.153,0.740997314,N/A,N/A,N/A,No Recommendation Request
7,8,4,0.209,0.866,0.153,0.401641846,N/A,N/A,N/A,No Recommendation Request
7,8,5,0.209,0.866,0.153,0.777069092,N/A,N/A,N/A,No Recommendation Request
7,8,6,0.209,0.866,0.153,0.657989502,N/A,N/A,N/A,No Recommendation Request
7,8,7,0.209,0.866,0.153,0.695281982,N/A,N/A,N/A,No Recommendation Request
8,10,0,0.223,0.887,0.165,0.679107666,N/A,N/A,N/A,No Recommendation Request
8,10,1,0.223,0.887,0.165,0.146057129,0.102783203,0.938903809,N/A,No Rating Submission
8,10,2,0.223,0.887,0.165,0.871704102,N/A,N/A,N/A,No Recommendation Request
8,10,3,0.223,0.887,0.165,0.782226563,N/A,N/A,N/A,No Recommendation Request
8,10,4,0.223,0.887,0.165,0.102752686,0.952148438,N/A,N/A,No Recommendation Follow
8,10,5,0.223,0.887,0.165,0.602203369,N/A,N/A,N/A,No Recommendation Request
8,10,6,0.223,0.887,0.165,0.414672852,N/A,N/A,N/A,No Recommendation Request
8,10,7,0.223,0.887,0.165,0.669921875,N/A,N/A,N/A,No Recommendation Request
8,10,8,0.223,0.887,0.165,0.688964844,N/A,N/A,N/A,No Recommendation Request
8,10,9,0.223,0.887,0.165,0.317138672,N/A,N/A,N/A,No Recommendation Request
9,13,0,0.199,0.871,0.156,0.915405273,N/A,N/A,N/A,No Recommendation Request
9,13,1,0.199,0.871,0.156,0.678649902,N/A,N/A,N/A,No Recommendation Request
9,13,2,0.199,0.871,0.156,0.573303223,N/A,N/A,N/A,No Recommendation Request
9,13,3,0.199,0.871,0.156,0.635986328,N/A,N/A,N/A,No Recommendation Request
9,13,4,0.199,0.871,0.156,0.706878662,N/A,N/A,N/A,No Recommendation Request
9,13,5,0.199,0.871,0.156,0.906066895,N/A,N/A,N/A,No Recommendation Request
9,13,6,0.199,0.871,0.156,0.868774414,N/A,N/A,N/A,No Recommendation Request
9,13,7,0.199,0.871,0.156,0.792663574,N/A,N/A,N/A,No Recommendation Request
9,13,8,0.199,0.871,0.156,0.424163818,N/A,N/A,N/A,No Recommendation Request
9,13,9,0.199,0.871,0.156,0.797332764,N/A,N/A,N/A,No Recommendation Request
9,13,10,0.199,0.871,0.156,0.877502441,N/A,N/A,N/A,No Recommendation Request
9,13,11,0.199,0.871,0.156,0.328521729,N/A,N/A,N/A,No Recommendation Request
9,13,12,0.199,0.871,0.156,0.83795166,N/A,N/A,N/A,No Recommendation Request
10,7,0,0.2,0.876,0.158,0.214263916,N/A,N/A,N/A,No Recommendation Request
10,7,1,0.2,0.876,0.158,0.109741211,0.640441895,0.771453857,N/A,No Rating Submission
10,7,2,0.2,0.876,0.158,0.420928955,N/A,N/A,N/A,No Recommendation Request
10,7,3,0.2,0.876,0.158,0.799224854,N/A,N/A,N/A,No Recommendation Request
10,7,4,0.2,0.876,0.158,0.84197998,N/A,N/A,N/A,No Recommendation Request
10,7,5,0.2,0.876,0.158,0.254669189,N/A,N/A,N/A,No Recommendation Request
10,7,6,0.2,0.876,0.158,0.751647949,N/A,N/A,N/A,No Recommendation Request
11,2,0,0.194,0.867,0.189,0.400512695,N/A,N/A,N/A,No Recommendation Request
11,2,1,0.194,0.867,0.189,0.707977295,N/A,N/A,N/A,No Recommendation Request
12,19,0,0.221,0.877,0.142,0.886138916,N/A,N/A,N/A,No Recommendation Request
12,19,1,0.221,0.877,0.142,0.276153564,N/A,N/A,N/A,No Recommendation Request
12,19,2,0.221,0.877,0.142,0.574707031,N/A,N/A,N/A,No Recommendation Request
12,19,3,0.221,0.877,0.142,0.075195313,0.154663086,0.796813965,N/A,No Rating Submission
12,19,4,0.221,0.877,0.142,0.26953125,N/A,N/A,N/A,No Recommendation Request
12,19,5,0.221,0.877,0.142,0.031677246,0.390808105,0.249420166,N/A,No Rating Submission
12,19,6,0.221,0.877,0.142,0.039855957,0.753540039,0.548187256,N/A,No Rating Submission
12,19,7,0.221,0.877,0.142,0.819458008,N/A,N/A,N/A,No Recommendation Request
12,19,8,0.221,0.877,0.142,0.365600586,N/A,N/A,N/A,No Recommendation Request
12,19,9,0.221,0.877,0.142,0.005584717,0.023040771,0.786071777,N/A,No Rating Submission
12,19,10,0.221,0.877,0.142,0.629608154,N/A,N/A,N/A,No Recommendation Request
12,19,11,0.221,0.877,0.142,0.559906006,N/A,N/A,N/A,No Recommendation Request
12,19,12,0.221,0.877,0.142,0.653930664,N/A,N/A,N/A,No Recommendation Request
12,19,13,0.221,0.877,0.142,0.484832764,N/A,N/A,N/A,No Recommendation Request
12,19,14,0.221,0.877,0.142,0.338928223,N/A,N/A,N/A,No Recommendation Request
12,19,15,0.221,0.877,0.142,0.599060059,N/A,N/A,N/A,No Recommendation Request
12,19,16,0.221,0.877,0.142,0.378051758,N/A,N/A,N/A,No Recommendation Request
12,19,17,0.221,0.877,0.142,0.364074707,N/A,N/A,N/A,No Recommendation Request
12,19,18,0.221,0.877,0.142,0.74041748,N/A,N/A,N/A,No Recommendation Request
13,8,0,0.232,0.87,0.181,0.40802002,N/A,N/A,N/A,No Recommendation Request
13,8,1,0.232,0.87,0.181,0.765777588,N/A,N/A,N/A,No Recommendation Request
13,8,2,0.232,0.87,0.181,0.102752686,0.750701904,0.228485107,N/A,No Rating Submission
13,8,3,0.232,0.87,0.181,0.524414063,N/A,N/A,N/A,No Recommendation Request
13,8,4,0.232,0.87,0.181,0.192565918,0.765472412,0.774688721,N/A,No Rating Submission
13,8,5,0.232,0.87,0.181,0.660614014,N/A,N/A,N/A,No Recommendation Request
13,8,6,0.232,0.87,0.181,0.875762939,N/A,N/A,N/A,No Recommendation Request
13,8,7,0.232,0.87,0.181,0.184417725,0.389373779,0.772064209,N/A,No Rating Submission
14,7,0,0.219,0.871,0.161,0.008758545,0.043426514,0.931304932,N/A,No Rating Submission
14,7,1,0.219,0.871,0.161,0.861694336,N/A,N/A,N/A,No Recommendation Request
14,7,2,0.219,0.871,0.161,0.210235596,0.561950684,0.021057129,4,
14,7,3,0.219,0.871,0.161,0.784484863,N/A,N/A,N/A,No Recommendation Request
14,7,4,0.219,0.871,0.161,0.342590332,N/A,N/A,N/A,No Recommendation Request
14,7,5,0.219,0.871,0.161,0.802734375,N/A,N/A,N/A,No Recommendation Request
14,7,6,0.219,0.871,0.161,0.866546631,N/A,N/A,N/A,No Recommendation Request
15,15,0,0.218,0.879,0.17,0.911621094,N/A,N/A,N/A,No Recommendation Request
15,15,1,0.218,0.879,0.17,0.571838379,N/A,N/A,N/A,No Recommendation Request
15,15,2,0.218,0.879,0.17,0.041931152,0.333648682,0.235809326,N/A,No Rating Submission
15,15,3,0.218,0.879,0.17,0.0027771,0.646179199,0.707336426,N/A,No Rating Submission
15,15,4,0.218,0.879,0.17,0.751617432,N/A,N/A,N/A,No Recommendation Request
15,15,5,0.218,0.879,0.17,0.924072266,N/A,N/A,N/A,No Recommendation Request
15,15,6,0.218,0.879,0.17,0.597076416,N/A,N/A,N/A,No Recommendation Request
15,15,7,0.218,0.879,0.17,0.487762451,N/A,N/A,N/A,No Recommendation Request
15,15,8,0.218,0.879,0.17,0.532806396,N/A,N/A,N/A,No Recommendation Request
15,15,9,0.218,0.879,0.17,0.025482178,0.007415771,0.849914551,N/A,No Rating Submission
15,15,10,0.218,0.879,0.17,0.565612793,N/A,N/A,N/A,No Recommendation Request
15,15,11,0.218,0.879,0.17,0.67288208,N/A,N/A,N/A,No Recommendation Request
15,15,12,0.218,0.879,0.17,0.688079834,N/A,N/A,N/A,No Recommendation Request
15,15,13,0.218,0.879,0.17,0.840881348,N/A,N/A,N/A,No Recommendation Request
15,15,14,0.218,0.879,0.17,0.703704834,N/A,N/A,N/A,No Recommendation Request
16,8,0,0.201,0.854,0.167,0.72479248,N/A,N/A,N/A,No Recommendation Request
16,8,1,0.201,0.854,0.167,0.148681641,0.553619385,0.231262207,N/A,No Rating Submission
16,8,2,0.201,0.854,0.167,0.747131348,N/A,N/A,N/A,No Recommendation Request
16,8,3,0.201,0.854,0.167,0.795013428,N/A,N/A,N/A,No Recommendation Request
16,8,4,0.201,0.854,0.167,0.783874512,N/A,N/A,N/A,No Recommendation Request
16,8,5,0.201,0.854,0.167,0.508331299,N/A,N/A,N/A,No Recommendation Request
16,8,6,0.201,0.854,0.167,0.648132324,N/A,N/A,N/A,No Recommendation Request
16,8,7,0.201,0.854,0.167,0.412567139,N/A,N/A,N/A,No Recommendation Request
17,16,0,0.22,0.885,0.159,0.478973389,N/A,N/A,N/A,No Recommendation Request
17,16,1,0.22,0.885,0.159,0.492919922,N/A,N/A,N/A,No Recommendation Request
17,16,2,0.22,0.885,0.159,0.110839844,0.361022949,0.125427246,3,
17,16,3,0.22,0.885,0.159,0.220550537,N/A,N/A,N/A,No Recommendation Request
17,16,4,0.22,0.885,0.159,0.689575195,N/A,N/A,N/A,No Recommendation Request
17,16,5,0.22,0.885,0.159,0.715667725,N/A,N/A,N/A,No Recommendation Request
17,16,6,0.22,0.885,0.159,0.699401855,N/A,N/A,N/A,No Recommendation Request
17,16,7,0.22,0.885,0.159,0.711456299,N/A,N/A,N/A,No Recommendation Request
17,16,8,0.22,0.885,0.159,0.593200684,N/A,N/A,N/A,No Recommendation Request
17,16,9,0.22,0.885,0.159,0.899291992,N/A,N/A,N/A,No Recommendation Request
17,16,10,0.22,0.885,0.159,0.299224854,N/A,N/A,N/A,No Recommendation Request
17,16,11,0.22,0.885,0.159,0.797607422,N/A,N/A,N/A,No Recommendation Request
17,16,12,0.22,0.885,0.159,0.143371582,0.520446777,0.017944336,0,
17,16,13,0.22,0.885,0.159,0.393280029,N/A,N/A,N/A,No Recommendation Request
17,16,14,0.22,0.885,0.159,0.416168213,N/A,N/A,N/A,No Recommendation Request
17,16,15,0.22,0.885,0.159,0.765167236,N/A,N/A,N/A,No Recommendation Request
18,10,0,0.213,0.871,0.173,0.111785889,0.697143555,0.523681641,N/A,No Rating Submission
18,10,1,0.213,0.871,0.173,0.710021973,N/A,N/A,N/A,No Recommendation Request
18,10,2,0.213,0.871,0.173,0.808898926,N/A,N/A,N/A,No Recommendation Request
18,10,3,0.213,0.871,0.173,0.18939209,0.234283447,0.425720215,N/A,No Rating Submission
18,10,4,0.213,0.871,0.173,0.803039551,N/A,N/A,N/A,No Recommendation Request
18,10,5,0.213,0.871,0.173,0.195739746,0.573822021,0.414031982,N/A,No Rating Submission
18,10,6,0.213,0.871,0.173,0.648193359,N/A,N/A,N/A,No Recommendation Request
18,10,7,0.213,0.871,0.173,0.313751221,N/A,N/A,N/A,No Recommendation Request
18,10,8,0.213,0.871,0.173,0.289520264,N/A,N/A,N/A,No Recommendation Request
18,10,9,0.213,0.871,0.173,0.838256836,N/A,N/A,N/A,No Recommendation Request
19,5,0,0.203,0.874,0.147,0.54510498,N/A,N/A,N/A,No Recommendation Request
19,5,1,0.203,0.874,0.147,0.616912842,N/A,N/A,N/A,No Recommendation Request
19,5,2,0.203,0.874,0.147,0.529724121,N/A,N/A,N/A,No Recommendation Request
19,5,3,0.203,0.874,0.147,0.41494751,N/A,N/A,N/A,No Recommendation Request
19,5,4,0.203,0.874,0.147,0.623657227,N/A,N/A,N/A,No Recommendation Request
20,16,0,0.203,0.875,0.159,0.910491943,N/A,N/A,N/A,No Recommendation Request
20,16,1,0.203,0.875,0.159,0.864776611,N/A,N/A,N/A,No Recommendation Request
20,16,2,0.203,0.875,0.159,0.519989014,N/A,N/A,N/A,No Recommendation Request
20,16,3,0.203,0.875,0.159,0.495300293,N/A,N/A,N/A,No Recommendation Request
20,16,4,0.203,0.875,0.159,0.166046143,0.560943604,0.897705078,N/A,No Rating Submission
20,16,5,0.203,0.875,0.159,0.946990967,N/A,N/A,N/A,No Recommendation Request
20,16,6,0.203,0.875,0.159,0.882507324,N/A,N/A,N/A,No Recommendation Request
20,16,7,0.203,0.875,0.159,0.217956543,N/A,N/A,N/A,No Recommendation Request
20,16,8,0.203,0.875,0.159,0.270080566,N/A,N/A,N/A,No Recommendation Request
20,16,9,0.203,0.875,0.159,0.308807373,N/A,N/A,N/A,No Recommendation Request
20,16,10,0.203,0.875,0.159,0.940429688,N/A,N/A,N/A,No Recommendation Request
20,16,11,0.203,0.875,0.159,0.292388916,N/A,N/A,N/A,No Recommendation Request
20,16,12,0.203,0.875,0.159,0.093658447,0.73336792,0.471740723,N/A,No Rating Submission
20,16,13,0.203,0.875,0.159,0.505645752,N/A,N/A,N/A,No Recommendation Request
20,16,14,0.203,0.875,0.159,0.274353027,N/A,N/A,N/A,No Recommendation Request
20,16,15,0.203,0.875,0.159,0.125640869,0.668395996,0.436523438,N/A,No Rating Submission
21,6,0,0.224,0.868,0.161,0.730163574,N/A,N/A,N/A,No Recommendation Request
21,6,1,0.224,0.868,0.161,0.040893555,0.254058838,0.126647949,2,
21,6,2,0.224,0.868,0.161,0.897369385,N/A,N/A,N/A,No Recommendation Request
21,6,3,0.224,0.868,0.161,0.262512207,N/A,N/A,N/A,No Recommendation Request
21,6,4,0.224,0.868,0.161,0.858337402,N/A,N/A,N/A,No Recommendation Request
21,6,5,0.224,0.868,0.161,0.177886963,0.490234375,0.180633545,N/A,No Rating Submission
22,11,0,0.213,0.886,0.179,0.407806396,N/A,N/A,N/A,No Recommendation Request
22,11,1,0.213,0.886,0.179,0.224884033,N/A,N/A,N/A,No Recommendation Request
22,11,2,0.213,0.886,0.179,0.355194092,N/A,N/A,N/A,No Recommendation Request
22,11,3,0.213,0.886,0.179,0.419586182,N/A,N/A,N/A,No Recommendation Request
22,11,4,0.213,0.886,0.179,0.452819824,N/A,N/A,N/A,No Recommendation Request
22,11,5,0.213,0.886,0.179,0.007720947,0.851074219,0.906768799,N/A,No Rating Submission
22,11,6,0.213,0.886,0.179,0.308532715,N/A,N/A,N/A,No Recommendation Request
22,11,7,0.213,0.886,0.179,0.003509521,0.129882813,0.175140381,4,
