learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber
1,4,0,0.238,0.877,0.163,0.891968
1,4,1,0.238,0.877,0.163,0.197754
1,4,1,0.238,0.877,0.163,0.492004
1,4,1,0.238,0.877,0.163,0.212158
1,4,2,0.238,0.877,0.163,0.733368
1,4,3,0.238,0.877,0.163,0.524017
2,8,0,0.201,0.881,0.16,0.357208
2,8,1,0.201,0.881,0.16,0.285309
2,8,2,0.201,0.881,0.16,0.073975
2,8,2,0.201,0.881,0.16,0.877258
2,8,2,0.201,0.881,0.16,0.893066
2,8,3,0.201,0.881,0.16,0.248657
2,8,4,0.201,0.881,0.16,0.442291
2,8,5,0.201,0.881,0.16,0.697876
2,8,6,0.201,0.881,0.16,0.350098
2,8,7,0.201,0.881,0.16,0.790924
3,10,0,0.215,0.875,0.15,0.535278
3,10,1,0.215,0.875,0.15,0.489655
3,10,2,0.215,0.875,0.15,0.187988
3,10,2,0.215,0.875,0.15,0.678192
3,10,2,0.215,0.875,0.15,0.405457
3,10,3,0.215,0.875,0.15,0.087982
3,10,3,0.215,0.875,0.15,0.092163
3,10,3,0.215,0.875,0.15,0.164246
3,10,4,0.215,0.875,0.15,0.014954
3,10,4,0.215,0.875,0.15,0.667908
3,10,4,0.215,0.875,0.15,0.516388
3,10,5,0.215,0.875,0.15,0.823303
3,10,6,0.215,0.875,0.15,0.429352
3,10,7,0.215,0.875,0.15,0.849243
3,10,8,0.215,0.875,0.15,0.053253
3,10,8,0.215,0.875,0.15,0.342255
3,10,8,0.215,0.875,0.15,0.033508
3,10,8,0.215,0.875,0.15,0.993164
3,10,9,0.215,0.875,0.15,0.659149
4,13,0,0.229,0.865,0.154,0.467468
4,13,1,0.229,0.865,0.154,0.877594
4,13,2,0.229,0.865,0.154,0.935425
4,13,3,0.229,0.865,0.154,0.538666
4,13,4,0.229,0.865,0.154,0.466644
4,13,5,0.229,0.865,0.154,0.692047
4,13,6,0.229,0.865,0.154,0.720673
4,13,7,0.229,0.865,0.154,0.595459
4,13,8,0.229,0.865,0.154,0.957245
4,13,9,0.229,0.865,0.154,0.719116
4,13,10,0.229,0.865,0.154,0.627533
4,13,11,0.229,0.865,0.154,0.250244
4,13,12,0.229,0.865,0.154,0.172821
4,13,12,0.229,0.865,0.154,0.638641
4,13,12,0.229,0.865,0.154,0.909851
5,9,0,0.22,0.871,0.172,0.590637
5,9,1,0.22,0.871,0.172,0.147308
5,9,1,0.22,0.871,0.172,0.589996
5,9,1,0.22,0.871,0.172,0.732574
5,9,2,0.22,0.871,0.172,0.228851
5,9,3,0.22,0.871,0.172,0.904205
5,9,4,0.22,0.871,0.172,0.168152
5,9,4,0.22,0.871,0.172,0.847748
5,9,4,0.22,0.871,0.172,0.259216
5,9,5,0.22,0.871,0.172,0.934662
5,9,6,0.22,0.871,0.172,0.085419
5,9,6,0.22,0.871,0.172,0.055542
5,9,6,0.22,0.871,0.172,0.653595
5,9,7,0.22,0.871,0.172,0.550323
5,9,8,0.22,0.871,0.172,0.476959
6,19,0,0.22,0.863,0.181,0.444672
6,19,1,0.22,0.863,0.181,0.175232
6,19,1,0.22,0.863,0.181,0.191864
6,19,1,0.22,0.863,0.181,0.215698
6,19,2,0.22,0.863,0.181,0.904388
6,19,3,0.22,0.863,0.181,0.711975
6,19,4,0.22,0.863,0.181,0.594788
6,19,5,0.22,0.863,0.181,0.631134
6,19,6,0.22,0.863,0.181,0.522003
6,19,7,0.22,0.863,0.181,0.270721
6,19,8,0.22,0.863,0.181,0.73584
6,19,9,0.22,0.863,0.181,0.229553
6,19,10,0.22,0.863,0.181,0.835724
6,19,11,0.22,0.863,0.181,0.373779
6,19,12,0.22,0.863,0.181,0.925934
6,19,13,0.22,0.863,0.181,0.175446
6,19,13,0.22,0.863,0.181,0.203461
6,19,13,0.22,0.863,0.181,0.565582
6,19,14,0.22,0.863,0.181,0.332428
6,19,15,0.22,0.863,0.181,0.527405
6,19,16,0.22,0.863,0.181,0.048004
6,19,16,0.22,0.863,0.181,0.836273
6,19,16,0.22,0.863,0.181,0.197113
6,19,17,0.22,0.863,0.181,0.446136
6,19,18,0.22,0.863,0.181,0.463165
7,8,0,0.209,0.866,0.153,0.12735
7,8,0,0.209,0.866,0.153,0.63858
7,8,0,0.209,0.866,0.153,0.954193
7,8,1,0.209,0.866,0.153,0.558746
7,8,2,0.209,0.866,0.153,0.394531
7,8,3,0.209,0.866,0.153,0.756683
7,8,4,0.209,0.866,0.153,0.19104
7,8,4,0.209,0.866,0.153,0.420715
7,8,4,0.209,0.866,0.153,0.385895
7,8,5,0.209,0.866,0.153,0.75708
7,8,6,0.209,0.866,0.153,0.787415
7,8,7,0.209,0.866,0.153,0.552979
8,10,0,0.223,0.887,0.165,0.881256
8,10,1,0.223,0.887,0.165,0.738739
8,10,2,0.223,0.887,0.165,0.178253
8,10,2,0.223,0.887,0.165,0.754761
8,10,2,0.223,0.887,0.165,0.957367
8,10,3,0.223,0.887,0.165,0.991608
8,10,4,0.223,0.887,0.165,0.194153
8,10,4,0.223,0.887,0.165,0.571838
8,10,4,0.223,0.887,0.165,0.072876
8,10,4,0.223,0.887,0.165,0.549225
8,10,5,0.223,0.887,0.165,0.700989
8,10,6,0.223,0.887,0.165,0.490051
8,10,7,0.223,0.887,0.165,0.057068
8,10,7,0.223,0.887,0.165,0.8414
8,10,7,0.223,0.887,0.165,0.335785
8,10,8,0.223,0.887,0.165,0.676208
8,10,9,0.223,0.887,0.165,0.466217
9,13,0,0.199,0.871,0.156,0.960297
9,13,1,0.199,0.871,0.156,0.747681
9,13,2,0.199,0.871,0.156,0.179199
9,13,2,0.199,0.871,0.156,0.467377
9,13,2,0.199,0.871,0.156,0.521973
9,13,3,0.199,0.871,0.156,0.512146
9,13,4,0.199,0.871,0.156,0.633545
9,13,5,0.199,0.871,0.156,0.217865
9,13,6,0.199,0.871,0.156,0.428162
9,13,7,0.199,0.871,0.156,0.407288
9,13,8,0.199,0.871,0.156,0.894562
9,13,9,0.199,0.871,0.156,0.841644
9,13,10,0.199,0.871,0.156,0.992249
9,13,11,0.199,0.871,0.156,0.821808
9,13,12,0.199,0.871,0.156,0.842499
10,7,0,0.2,0.876,0.158,0.15387
10,7,0,0.2,0.876,0.158,0.969604
10,7,1,0.2,0.876,0.158,0.556976
10,7,2,0.2,0.876,0.158,0.896515
10,7,3,0.2,0.876,0.158,0.983887
10,7,4,0.2,0.876,0.158,0.649536
10,7,5,0.2,0.876,0.158,0.297577
10,7,6,0.2,0.876,0.158,0.406403
11,2,0,0.194,0.867,0.189,0.954926
11,2,1,0.194,0.867,0.189,0.006561
11,2,1,0.194,0.867,0.189,0.866821
11,2,1,0.194,0.867,0.189,0.44751
12,19,0,0.221,0.877,0.142,0.694977
12,19,1,0.221,0.877,0.142,0.238342
12,19,2,0.221,0.877,0.142,0.629852
12,19,3,0.221,0.877,0.142,0.06076
12,19,3,0.221,0.877,0.142,0.34198
12,19,3,0.221,0.877,0.142,0.022034
12,19,3,0.221,0.877,0.142,0.756866
12,19,4,0.221,0.877,0.142,0.945984
12,19,5,0.221,0.877,0.142,0.300903
12,19,6,0.221,0.877,0.142,0.312347
12,19,7,0.221,0.877,0.142,0.222809
12,19,8,0.221,0.877,0.142,0.123566
12,19,8,0.221,0.877,0.142,0.849731
12,19,8,0.221,0.877,0.142,0.409454
12,19,9,0.221,0.877,0.142,0.780151
12,19,10,0.221,0.877,0.142,0.135925
12,19,10,0.221,0.877,0.142,0.217865
12,19,10,0.221,0.877,0.142,0.565765
12,19,11,0.221,0.877,0.142,0.968811
12,19,12,0.221,0.877,0.142,0.949127
12,19,13,0.221,0.877,0.142,0.523315
12,19,14,0.221,0.877,0.142,0.256012
12,19,15,0.221,0.877,0.142,0.433289
12,19,16,0.221,0.877,0.142,0.528534
12,19,17,0.221,0.877,0.142,0.29068
12,19,18,0.221,0.877,0.142,0.715332
13,8,0,0.232,0.87,0.181,0.420624
13,8,1,0.232,0.87,0.181,0.632416
13,8,2,0.232,0.87,0.181,0.409668
13,8,3,0.232,0.87,0.181,0.862732
13,8,4,0.232,0.87,0.181,0.802216
13,8,5,0.232,0.87,0.181,0.56955
13,8,6,0.232,0.87,0.181,0.552032
13,8,7,0.232,0.87,0.181,0.457062
14,7,0,0.219,0.871,0.161,0.828247
14,7,1,0.219,0.871,0.161,0.998352
14,7,2,0.219,0.871,0.161,0.979126
14,7,3,0.219,0.871,0.161,0.880432
14,7,4,0.219,0.871,0.161,0.332733
14,7,5,0.219,0.871,0.161,0.420319
14,7,6,0.219,0.871,0.161,0.863953
15,15,0,0.218,0.879,0.17,0.649597
15,15,1,0.218,0.879,0.17,0.108948
15,15,1,0.218,0.879,0.17,0.474701
15,15,1,0.218,0.879,0.17,0.818359
15,15,2,0.218,0.879,0.17,0.140381
15,15,2,0.218,0.879,0.17,0.331024
15,15,2,0.218,0.879,0.17,0.550903
15,15,3,0.218,0.879,0.17,0.105988
15,15,3,0.218,0.879,0.17,0.940887
15,15,4,0.218,0.879,0.17,0.566956
15,15,5,0.218,0.879,0.17,0.880066
15,15,6,0.218,0.879,0.17,0.672363
15,15,7,0.218,0.879,0.17,0.920258
15,15,8,0.218,0.879,0.17,0.237732
15,15,9,0.218,0.879,0.17,0.568909
15,15,10,0.218,0.879,0.17,0.574036
15,15,11,0.218,0.879,0.17,0.054749
15,15,11,0.218,0.879,0.17,0.054749
15,15,11,0.218,0.879,0.17,0.108429
15,15,11,0.218,0.879,0.17,0.654327
15,15,12,0.218,0.879,0.17,0.491089
15,15,13,0.218,0.879,0.17,0.469116
15,15,14,0.218,0.879,0.17,0.004242
15,15,14,0.218,0.879,0.17,0.980347
16,8,0,0.201,0.854,0.167,0.910675
16,8,1,0.201,0.854,0.167,0.685486
16,8,2,0.201,0.854,0.167,0.133636
16,8,2,0.201,0.854,0.167,0.608948
16,8,2,0.201,0.854,0.167,0.251556
16,8,3,0.201,0.854,0.167,0.50528
16,8,4,0.201,0.854,0.167,0.289673
16,8,5,0.201,0.854,0.167,0.978333
16,8,6,0.201,0.854,0.167,0.350525
16,8,7,0.201,0.854,0.167,0.065735
16,8,7,0.201,0.854,0.167,0.052429
16,8,7,0.201,0.854,0.167,0.099335
17,16,0,0.22,0.885,0.159,0.598969
17,16,1,0.22,0.885,0.159,0.484222
17,16,2,0.22,0.885,0.159,0.470459
17,16,3,0.22,0.885,0.159,0.270172
17,16,4,0.22,0.885,0.159,0.732178
17,16,5,0.22,0.885,0.159,0.64621
17,16,6,0.22,0.885,0.159,0.381104
17,16,7,0.22,0.885,0.159,0.993408
17,16,8,0.22,0.885,0.159,0.675873
17,16,9,0.22,0.885,0.159,0.16333
17,16,9,0.22,0.885,0.159,0.215179
17,16,9,0.22,0.885,0.159,0.118896
17,16,9,0.22,0.885,0.159,0.743622
17,16,10,0.22,0.885,0.159,0.773743
17,16,11,0.22,0.885,0.159,0.052887
17,16,11,0.22,0.885,0.159,0.263123
17,16,11,0.22,0.885,0.159,0.146973
17,16,12,0.22,0.885,0.159,0.048218
17,16,12,0.22,0.885,0.159,0.093628
17,16,12,0.22,0.885,0.159,0.762238
17,16,13,0.22,0.885,0.159,0.801758
17,16,14,0.22,0.885,0.159,0.962616
17,16,15,0.22,0.885,0.159,0.939453
18,10,0,0.213,0.871,0.173,0.872894
18,10,1,0.213,0.871,0.173,0.851318
18,10,2,0.213,0.871,0.173,0.098602
18,10,2,0.213,0.871,0.173,0.445129
18,10,2,0.213,0.871,0.173,0.055573
18,10,2,0.213,0.871,0.173,0.658508
18,10,3,0.213,0.871,0.173,0.511322
18,10,4,0.213,0.871,0.173,0.032074
18,10,4,0.213,0.871,0.173,0.81366
18,10,4,0.213,0.871,0.173,0.573486
18,10,5,0.213,0.871,0.173,0.171326
18,10,5,0.213,0.871,0.173,0.5755
18,10,5,0.213,0.871,0.173,0.188171
18,10,6,0.213,0.871,0.173,0.215729
18,10,7,0.213,0.871,0.173,0.152161
18,10,7,0.213,0.871,0.173,0.521515
18,10,7,0.213,0.871,0.173,0.418671
18,10,8,0.213,0.871,0.173,0.035583
18,10,8,0.213,0.871,0.173,0.338593
18,10,8,0.213,0.871,0.173,0.955872
18,10,9,0.213,0.871,0.173,0.78479
19,5,0,0.203,0.874,0.147,0.427582
19,5,1,0.203,0.874,0.147,0.065247
19,5,1,0.203,0.874,0.147,0.736084
19,5,1,0.203,0.874,0.147,0.383209
19,5,2,0.203,0.874,0.147,0.206604
19,5,3,0.203,0.874,0.147,0.710388
19,5,4,0.203,0.874,0.147,0.023651
19,5,4,0.203,0.874,0.147,0.692871
19,5,4,0.203,0.874,0.147,0.843811
20,16,0,0.203,0.875,0.159,0.427795
20,16,1,0.203,0.875,0.159,0.916107
20,16,2,0.203,0.875,0.159,0.926483
20,16,3,0.203,0.875,0.159,0.0737
20,16,3,0.203,0.875,0.159,0.066498
20,16,3,0.203,0.875,0.159,0.045624
20,16,3,0.203,0.875,0.159,0.321136
20,16,4,0.203,0.875,0.159,0.444702
20,16,5,0.203,0.875,0.159,0.341675
20,16,6,0.203,0.875,0.159,0.977936
20,16,7,0.203,0.875,0.159,0.398254
20,16,8,0.203,0.875,0.159,0.380493
20,16,9,0.203,0.875,0.159,0.370728
20,16,10,0.203,0.875,0.159,0.662781
20,16,11,0.203,0.875,0.159,0.217743
20,16,12,0.203,0.875,0.159,0.435913
20,16,13,0.203,0.875,0.159,0.801147
20,16,14,0.203,0.875,0.159,0.596985
20,16,15,0.203,0.875,0.159,0.150696
20,16,15,0.203,0.875,0.159,0.581268
20,16,15,0.203,0.875,0.159,0.694427
21,6,0,0.224,0.868,0.161,0.639832
21,6,1,0.224,0.868,0.161,0.308746
21,6,2,0.224,0.868,0.161,0.966461
21,6,3,0.224,0.868,0.161,0.091187
21,6,3,0.224,0.868,0.161,0.326416
21,6,3,0.224,0.868,0.161,0.73996
21,6,4,0.224,0.868,0.161,0.292419
21,6,5,0.224,0.868,0.161,0.066681
21,6,5,0.224,0.868,0.161,0.78949
21,6,5,0.224,0.868,0.161,0.48233
22,11,0,0.213,0.886,0.179,0.503998
22,11,1,0.213,0.886,0.179,0.411377
22,11,2,0.213,0.886,0.179,0.171204
22,11,2,0.213,0.886,0.179,0.671478
22,11,2,0.213,0.886,0.179,0.994995
22,11,3,0.213,0.886,0.179,0.854065
22,11,4,0.213,0.886,0.179,0.096649
22,11,4,0.213,0.886,0.179,0.621094
22,11,4,0.213,0.886,0.179,0.145538
22,11,4,0.213,0.886,0.179,0.139862
22,11,5,0.213,0.886,0.179,0.125519
22,11,5,0.213,0.886,0.179,0.383942
22,11,5,0.213,0.886,0.179,0.812073
22,11,6,0.213,0.886,0.179,0.188293
22,11,6,0.213,0.886,0.179,0.429535
