learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber
1,4,0,0.238,0.877,0.163,0.83432
1,4,1,0.238,0.877,0.163,0.48053
1,4,2,0.238,0.877,0.163,0.61615
1,4,3,0.238,0.877,0.163,0.918976
2,8,0,0.201,0.881,0.16,0.143707
2,8,0,0.201,0.881,0.16,0.801666
2,8,0,0.201,0.881,0.16,0.905029
2,8,1,0.201,0.881,0.16,0.138916
2,8,1,0.201,0.881,0.16,0.270081
2,8,1,0.201,0.881,0.16,0.145447
2,8,1,0.201,0.881,0.16,0.090332
2,8,2,0.201,0.881,0.16,0.838684
2,8,3,0.201,0.881,0.16,0.510376
2,8,4,0.201,0.881,0.16,0.012512
2,8,4,0.201,0.881,0.16,0.533356
2,8,4,0.201,0.881,0.16,0.723053
2,8,5,0.201,0.881,0.16,0.872437
2,8,6,0.201,0.881,0.16,0.195648
2,8,6,0.201,0.881,0.16,0.907867
2,8,7,0.201,0.881,0.16,0.648193
3,10,0,0.215,0.875,0.15,0.423218
3,10,1,0.215,0.875,0.15,0.531403
3,10,2,0.215,0.875,0.15,0.966949
3,10,3,0.215,0.875,0.15,0.523682
3,10,4,0.215,0.875,0.15,0.966919
3,10,5,0.215,0.875,0.15,0.640381
3,10,6,0.215,0.875,0.15,0.568024
3,10,7,0.215,0.875,0.15,0.694885
3,10,8,0.215,0.875,0.15,0.199951
3,10,8,0.215,0.875,0.15,0.994598
3,10,9,0.215,0.875,0.15,0.066681
3,10,9,0.215,0.875,0.15,0.467438
3,10,9,0.215,0.875,0.15,0.909119
4,13,0,0.229,0.865,0.154,0.307312
4,13,1,0.229,0.865,0.154,0.256561
4,13,2,0.229,0.865,0.154,0.304291
4,13,3,0.229,0.865,0.154,0.089203
4,13,3,0.229,0.865,0.154,0.678375
4,13,3,0.229,0.865,0.154,0.293549
4,13,4,0.229,0.865,0.154,0.123108
4,13,4,0.229,0.865,0.154,0.723724
4,13,4,0.229,0.865,0.154,0.96402
4,13,5,0.229,0.865,0.154,0.648071
4,13,6,0.229,0.865,0.154,0.411469
4,13,7,0.229,0.865,0.154,0.540161
4,13,8,0.229,0.865,0.154,0.103424
4,13,8,0.229,0.865,0.154,0.852264
4,13,8,0.229,0.865,0.154,0.298767
4,13,9,0.229,0.865,0.154,0.1539
4,13,9,0.229,0.865,0.154,0.708405
4,13,9,0.229,0.865,0.154,0.769318
4,13,10,0.229,0.865,0.154,0.720612
4,13,11,0.229,0.865,0.154,0.075958
4,13,11,0.229,0.865,0.154,0.572266
4,13,11,0.229,0.865,0.154,0.568054
4,13,12,0.229,0.865,0.154,0.289825
5,9,0,0.22,0.871,0.172,0.294708
5,9,1,0.22,0.871,0.172,0.136658
5,9,1,0.22,0.871,0.172,0.284241
5,9,1,0.22,0.871,0.172,0.356873
5,9,2,0.22,0.871,0.172,0.362579
5,9,3,0.22,0.871,0.172,0.659332
5,9,4,0.22,0.871,0.172,0.392578
5,9,5,0.22,0.871,0.172,0.875214
5,9,6,0.22,0.871,0.172,0.003418
5,9,6,0.22,0.871,0.172,0.566132
5,9,6,0.22,0.871,0.172,0.960388
5,9,7,0.22,0.871,0.172,0.576904
5,9,8,0.22,0.871,0.172,0.241486
6,19,0,0.22,0.863,0.181,0.717621
6,19,1,0.22,0.863,0.181,0.805542
6,19,2,0.22,0.863,0.181,0.670319
6,19,3,0.22,0.863,0.181,0.638
6,19,4,0.22,0.863,0.181,0.028625
6,19,4,0.22,0.863,0.181,0.311707
6,19,4,0.22,0.863,0.181,0.678284
6,19,5,0.22,0.863,0.181,0.099792
6,19,5,0.22,0.863,0.181,0.001709
6,19,5,0.22,0.863,0.181,0.217285
6,19,6,0.22,0.863,0.181,0.894897
6,19,7,0.22,0.863,0.181,0.949524
6,19,8,0.22,0.863,0.181,0.180511
6,19,8,0.22,0.863,0.181,0.236847
6,19,8,0.22,0.863,0.181,0.686035
6,19,9,0.22,0.863,0.181,0.281647
6,19,10,0.22,0.863,0.181,0.801361
6,19,11,0.22,0.863,0.181,0.670044
6,19,12,0.22,0.863,0.181,0.206848
6,19,12,0.22,0.863,0.181,0.440552
6,19,12,0.22,0.863,0.181,0.80658
6,19,13,0.22,0.863,0.181,0.611389
6,19,14,0.22,0.863,0.181,0.744263
6,19,15,0.22,0.863,0.181,0.849396
6,19,16,0.22,0.863,0.181,0.553162
6,19,17,0.22,0.863,0.181,0.1922
6,19,17,0.22,0.863,0.181,0.220184
6,19,17,0.22,0.863,0.181,0.377014
6,19,18,0.22,0.863,0.181,0.983459
7,8,0,0.209,0.866,0.153,0.212158
7,8,1,0.209,0.866,0.153,0.890991
7,8,2,0.209,0.866,0.153,0.804413
7,8,3,0.209,0.866,0.153,0.669769
7,8,4,0.209,0.866,0.153,0.431152
